id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
446993,4,BlockedShot,0.764000015,0.705,0.01758514,Ashley Young,h,631,OpenPlay,2021,LeftFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,Ollie Watkins,Pass
446997,16,MissedShots,0.914000015,0.51,0.046818491,Emiliano Buendía,h,2203,SetPiece,2021,Head,16516,Aston Villa,Leicester,2,1,05-12-2021,Matthew Cash,BallRecovery
446998,16,Goal,0.964000015,0.475999985,0.112552918,Ezri Konsa Ngoyo,h,7726,SetPiece,2021,RightFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,Emiliano Buendía,None
447000,27,SavedShot,0.901999969,0.302999992,0.055263482,Matthew Cash,h,8864,OpenPlay,2021,RightFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,Jacob Ramsey,Pass
447004,41,BlockedShot,0.715999985,0.495999985,0.016915459,Douglas Luiz,h,6122,OpenPlay,2021,RightFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,Marvelous Nakamba,Pass
447005,47,BlockedShot,0.913000031,0.485,0.114364035,Jacob Ramsey,h,8941,OpenPlay,2021,RightFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,Matthew Cash,Cross
447006,49,MissedShots,0.865999985,0.63,0.078595929,Ashley Young,h,631,OpenPlay,2021,RightFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,Ollie Watkins,Pass
447007,52,BlockedShot,0.865,0.5,0.368965358,Ollie Watkins,h,8865,OpenPlay,2021,RightFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,Jacob Ramsey,Pass
447008,53,Goal,0.988000031,0.575,0.078732096,Ezri Konsa Ngoyo,h,7726,FromCorner,2021,Head,16516,Aston Villa,Leicester,2,1,05-12-2021,John McGinn,Cross
447009,60,BlockedShot,0.925,0.434000015,0.130209774,Matthew Cash,h,8864,OpenPlay,2021,RightFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,,None
447011,66,SavedShot,0.918000031,0.409000015,0.395367146,Ollie Watkins,h,8865,OpenPlay,2021,RightFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,John McGinn,Throughball
447012,70,MissedShots,0.881999969,0.560999985,0.377000958,Jacob Ramsey,h,8941,OpenPlay,2021,RightFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,John McGinn,Pass
447014,79,MissedShots,0.866999969,0.298999996,0.055809662,Matthew Cash,h,8864,OpenPlay,2021,RightFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,Carney Chukwuemeka,Pass
446992,2,SavedShot,0.943000031,0.31,0.062001206,Patson Daka,a,9738,OpenPlay,2021,RightFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,Ademola Lookman,Pass
446994,8,BlockedShot,0.813000031,0.54,0.049848016,James Maddison,a,6818,OpenPlay,2021,RightFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,,None
446995,8,MissedShots,0.901999969,0.277000008,0.040743247,Patson Daka,a,9738,OpenPlay,2021,RightFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,,None
446996,13,Goal,0.893000031,0.635999985,0.089993462,Harvey Barnes,a,6681,OpenPlay,2021,RightFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,Patson Daka,Pass
446999,21,MissedShots,0.92,0.475999985,0.364049822,Kiernan Dewsbury-Hall,a,9739,OpenPlay,2021,Head,16516,Aston Villa,Leicester,2,1,05-12-2021,Luke Thomas,Cross
447001,29,BlockedShot,0.866999969,0.445999985,0.095314719,James Maddison,a,6818,OpenPlay,2021,RightFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,Jonny Evans,Pass
447002,38,MissedShots,0.823000031,0.66,0.034470275,Luke Thomas,a,8562,OpenPlay,2021,LeftFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,Harvey Barnes,Pass
447003,39,SavedShot,0.851999969,0.512999992,0.062311817,James Maddison,a,6818,OpenPlay,2021,LeftFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,Patson Daka,HeadPass
447010,63,MissedShots,0.798000031,0.469000015,0.052644186,James Maddison,a,6818,OpenPlay,2021,LeftFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,Kiernan Dewsbury-Hall,TakeOn
447013,74,SavedShot,0.929000015,0.479000015,0.059020303,Harvey Barnes,a,6681,OpenPlay,2021,Head,16516,Aston Villa,Leicester,2,1,05-12-2021,Patson Daka,Aerial
447015,83,MissedShots,0.855999985,0.385,0.047972076,Kiernan Dewsbury-Hall,a,9739,FromCorner,2021,RightFoot,16516,Aston Villa,Leicester,2,1,05-12-2021,,None
447016,91,BlockedShot,0.885999985,0.464000015,0.024244398,Ayoze Pérez,a,770,OpenPlay,2021,Head,16516,Aston Villa,Leicester,2,1,05-12-2021,Caglar Söyüncü,Aerial
447236,12,MissedShots,0.798000031,0.44,0.062733725,Demarai Gray,h,762,OpenPlay,2021,RightFoot,16517,Everton,Arsenal,2,1,06-12-2021,,TakeOn
447238,24,MissedShots,0.861999969,0.534000015,0.106789865,Abdoulaye Doucouré,h,1726,OpenPlay,2021,RightFoot,16517,Everton,Arsenal,2,1,06-12-2021,Richarlison,Pass
447239,26,BlockedShot,0.868000031,0.643000031,0.070869021,Richarlison,h,6026,OpenPlay,2021,RightFoot,16517,Everton,Arsenal,2,1,06-12-2021,Andros Townsend,Pass
447240,35,BlockedShot,0.849000015,0.545999985,0.076801009,Anthony Gordon,h,8150,OpenPlay,2021,RightFoot,16517,Everton,Arsenal,2,1,06-12-2021,Richarlison,Pass
447244,66,MissedShots,0.919000015,0.490999985,0.045000751,Michael Keane,h,1653,FromCorner,2021,Head,16517,Everton,Arsenal,2,1,06-12-2021,Demarai Gray,Aerial
447245,78,BlockedShot,0.803000031,0.572000008,0.045946676,André Gomes,h,2383,OpenPlay,2021,LeftFoot,16517,Everton,Arsenal,2,1,06-12-2021,Richarlison,Pass
447246,78,SavedShot,0.76,0.641999969,0.02146191,Demarai Gray,h,762,OpenPlay,2021,RightFoot,16517,Everton,Arsenal,2,1,06-12-2021,,Rebound
447247,78,Goal,0.919000015,0.439000015,0.237432539,Richarlison,h,6026,OpenPlay,2021,Head,16517,Everton,Arsenal,2,1,06-12-2021,,Rebound
447251,89,SavedShot,0.92,0.71,0.052869726,Abdoulaye Doucouré,h,1726,OpenPlay,2021,LeftFoot,16517,Everton,Arsenal,2,1,06-12-2021,,BallRecovery
447253,91,Goal,0.761999969,0.615,0.024091732,Demarai Gray,h,762,OpenPlay,2021,RightFoot,16517,Everton,Arsenal,2,1,06-12-2021,André Gomes,Pass
447254,95,SavedShot,0.900999985,0.379000015,0.333835095,Alex Iwobi,h,500,OpenPlay,2021,RightFoot,16517,Everton,Arsenal,2,1,06-12-2021,Richarlison,Pass
447237,17,MissedShots,0.71,0.485,0.013620651,Thomas Partey,a,2328,OpenPlay,2021,RightFoot,16517,Everton,Arsenal,2,1,06-12-2021,Martin Odegaard,Pass
447241,46,Goal,0.900999985,0.537999992,0.106059015,Martin Odegaard,a,2517,OpenPlay,2021,LeftFoot,16517,Everton,Arsenal,2,1,06-12-2021,Kieran Tierney,Cross
447242,52,SavedShot,0.915999985,0.392000008,0.044593569,Gabriel,a,5613,SetPiece,2021,Head,16517,Everton,Arsenal,2,1,06-12-2021,Martin Odegaard,Chipped
447243,59,MissedShots,0.985999985,0.262999992,0.123353608,Gabriel Martinelli,a,7752,OpenPlay,2021,RightFoot,16517,Everton,Arsenal,2,1,06-12-2021,Martin Odegaard,Throughball
447248,81,BlockedShot,0.850999985,0.477999992,0.093403809,Martin Odegaard,a,2517,OpenPlay,2021,LeftFoot,16517,Everton,Arsenal,2,1,06-12-2021,Eddie Nketiah,Pass
447249,83,ShotOnPost,0.959000015,0.557999992,0.484756112,Eddie Nketiah,a,6482,OpenPlay,2021,Head,16517,Everton,Arsenal,2,1,06-12-2021,Bukayo Saka,Cross
447250,85,SavedShot,0.733000031,0.472999992,0.017910443,Bukayo Saka,a,7322,OpenPlay,2021,LeftFoot,16517,Everton,Arsenal,2,1,06-12-2021,Takehiro Tomiyasu,TakeOn
447252,90,BlockedShot,0.850999985,0.485,0.094151594,Martin Odegaard,a,2517,OpenPlay,2021,LeftFoot,16517,Everton,Arsenal,2,1,06-12-2021,Eddie Nketiah,Pass
447255,97,MissedShots,0.879000015,0.384000015,0.079382174,Pierre-Emerick Aubameyang,a,318,OpenPlay,2021,RightFoot,16517,Everton,Arsenal,2,1,06-12-2021,Eddie Nketiah,Pass
446684,5,BlockedShot,0.845,0.644000015,0.054169722,Tyler Roberts,h,1014,OpenPlay,2021,LeftFoot,16518,Leeds,Brentford,2,2,05-12-2021,Júnior Firpo,Pass
446687,26,Goal,0.926999969,0.534000015,0.413170427,Tyler Roberts,h,1014,OpenPlay,2021,RightFoot,16518,Leeds,Brentford,2,2,05-12-2021,Raphinha,Cross
446688,30,SavedShot,0.805,0.364000015,0.048149209,Tyler Roberts,h,1014,OpenPlay,2021,RightFoot,16518,Leeds,Brentford,2,2,05-12-2021,Daniel James,Pass
446689,40,MissedShots,0.950999985,0.675,0.084435612,Tyler Roberts,h,1014,OpenPlay,2021,LeftFoot,16518,Leeds,Brentford,2,2,05-12-2021,Adam Forshaw,Pass
446690,45,MissedShots,0.736999969,0.587999992,0.021181574,Kalvin Phillips,h,8719,OpenPlay,2021,RightFoot,16518,Leeds,Brentford,2,2,05-12-2021,Daniel James,Pass
446691,49,SavedShot,0.889000015,0.594000015,0.034233112,Luke Ayling,h,8716,SetPiece,2021,Head,16518,Leeds,Brentford,2,2,05-12-2021,Raphinha,Cross
446692,49,BlockedShot,0.959000015,0.612000008,0.014928677,Luke Ayling,h,8716,SetPiece,2021,Head,16518,Leeds,Brentford,2,2,05-12-2021,,Rebound
446697,75,SavedShot,0.801999969,0.718000031,0.023475105,Stuart Dallas,h,8718,OpenPlay,2021,RightFoot,16518,Leeds,Brentford,2,2,05-12-2021,Adam Forshaw,Pass
446699,80,BlockedShot,0.841999969,0.445,0.072322883,Mateusz Klich,h,4381,SetPiece,2021,RightFoot,16518,Leeds,Brentford,2,2,05-12-2021,Raphinha,Pass
446700,80,SavedShot,0.703000031,0.610999985,0.015293257,Tyler Roberts,h,1014,OpenPlay,2021,RightFoot,16518,Leeds,Brentford,2,2,05-12-2021,Jack Harrison,Pass
446702,87,MissedShots,0.76,0.311000004,0.019097708,Raphinha,h,8026,OpenPlay,2021,LeftFoot,16518,Leeds,Brentford,2,2,05-12-2021,Diego Llorente,Pass
446703,94,MissedShots,0.94,0.442999992,0.109870903,Luke Ayling,h,8716,FromCorner,2021,Head,16518,Leeds,Brentford,2,2,05-12-2021,Raphinha,Cross
446704,94,Goal,0.953000031,0.545999985,0.571991384,Patrick Bamford,h,822,FromCorner,2021,LeftFoot,16518,Leeds,Brentford,2,2,05-12-2021,Luke Ayling,Rebound
446683,3,BlockedShot,0.869000015,0.288999996,0.041645691,Bryan Mbeumo,a,6552,OpenPlay,2021,LeftFoot,16518,Leeds,Brentford,2,2,05-12-2021,Sergi Canos,Pass
446685,8,SavedShot,0.863000031,0.701999969,0.03632836,Sergi Canos,a,1078,OpenPlay,2021,RightFoot,16518,Leeds,Brentford,2,2,05-12-2021,Christian Nørgaard,Pass
446686,10,MissedShots,0.898000031,0.584000015,0.075193465,Bryan Mbeumo,a,6552,OpenPlay,2021,LeftFoot,16518,Leeds,Brentford,2,2,05-12-2021,Ethan Pinnock,Cross
446693,53,Goal,0.835999985,0.524000015,0.054998223,Shandon Baptiste,a,9914,OpenPlay,2021,LeftFoot,16518,Leeds,Brentford,2,2,05-12-2021,,None
446694,56,BlockedShot,0.854000015,0.547999992,0.088380449,Sergi Canos,a,1078,OpenPlay,2021,RightFoot,16518,Leeds,Brentford,2,2,05-12-2021,Vitaly Janelt,Pass
446695,59,MissedShots,0.963000031,0.56,0.474783868,Sergi Canos,a,1078,OpenPlay,2021,Head,16518,Leeds,Brentford,2,2,05-12-2021,Mads Roerslev,Aerial
446696,60,Goal,0.915,0.385999985,0.339392275,Sergi Canos,a,1078,OpenPlay,2021,RightFoot,16518,Leeds,Brentford,2,2,05-12-2021,Bryan Mbeumo,Pass
446698,77,BlockedShot,0.768000031,0.465999985,0.033911679,Bryan Mbeumo,a,6552,OpenPlay,2021,LeftFoot,16518,Leeds,Brentford,2,2,05-12-2021,Vitaly Janelt,Pass
446701,85,BlockedShot,0.738000031,0.552000008,0.054958113,Bryan Mbeumo,a,6552,DirectFreekick,2021,LeftFoot,16518,Leeds,Brentford,2,2,05-12-2021,,Standard
446705,2,MissedShots,0.755999985,0.514000015,0.030783597,Alex Telles,h,1828,FromCorner,2021,LeftFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Jadon Sancho,Pass
446708,11,MissedShots,0.753000031,0.646999969,0.052838337,Cristiano Ronaldo,h,2371,DirectFreekick,2021,RightFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,,Standard
446709,17,BlockedShot,0.955999985,0.607999992,0.092949271,Cristiano Ronaldo,h,2371,OpenPlay,2021,LeftFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Bruno Fernandes,Chipped
446710,18,MissedShots,0.865,0.504000015,0.021673812,Cristiano Ronaldo,h,2371,OpenPlay,2021,Head,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Diogo Dalot,Aerial
446711,21,SavedShot,0.85,0.637999992,0.057134476,Cristiano Ronaldo,h,2371,OpenPlay,2021,LeftFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Marcus Rashford,Pass
446712,22,BlockedShot,0.838000031,0.504000015,0.082270056,Fred,h,6817,OpenPlay,2021,LeftFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Jadon Sancho,Pass
446713,25,SavedShot,0.79,0.437000008,0.022927353,Bruno Fernandes,h,1228,OpenPlay,2021,RightFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Cristiano Ronaldo,HeadPass
446714,26,BlockedShot,0.918000031,0.582000008,0.12979269,Bruno Fernandes,h,1228,OpenPlay,2021,RightFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Marcus Rashford,Pass
446715,26,BlockedShot,0.798000031,0.429000015,0.041503623,Scott McTominay,h,5560,OpenPlay,2021,RightFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Marcus Rashford,Pass
446716,28,BlockedShot,0.910999985,0.539000015,0.073611021,Cristiano Ronaldo,h,2371,FromCorner,2021,Head,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Alex Telles,Cross
446717,32,BlockedShot,0.894000015,0.744000015,0.037826482,Jadon Sancho,h,6345,OpenPlay,2021,RightFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Harry Maguire,Chipped
446721,45,MissedShots,0.845999985,0.427000008,0.068833373,Diogo Dalot,h,7281,OpenPlay,2021,LeftFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Scott McTominay,Pass
446722,48,MissedShots,0.761999969,0.330999985,0.019137369,Bruno Fernandes,h,1228,OpenPlay,2021,RightFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Fred,Pass
446725,67,ShotOnPost,0.858000031,0.178999996,0.050711796,Alex Telles,h,1828,DirectFreekick,2021,LeftFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,,Standard
446726,70,MissedShots,0.813000031,0.449000015,0.061324868,Mason Greenwood,h,7490,OpenPlay,2021,LeftFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Bruno Fernandes,Pass
446728,76,Goal,0.791999969,0.395999985,0.027057808,Fred,h,6817,OpenPlay,2021,RightFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Mason Greenwood,Pass
446706,6,SavedShot,0.895999985,0.609000015,0.14868468,Christian Benteke,a,606,OpenPlay,2021,LeftFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Wilfried Zaha,Throughball
446707,8,SavedShot,0.760999985,0.69,0.014746184,Wilfried Zaha,a,522,OpenPlay,2021,RightFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Christian Benteke,Pass
446718,38,MissedShots,0.756999969,0.41,0.019901397,Jordan Ayew,a,672,OpenPlay,2021,RightFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,,None
446719,40,BlockedShot,0.878000031,0.515,0.015178253,Christian Benteke,a,606,SetPiece,2021,Head,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Conor Gallagher,Aerial
446720,40,BlockedShot,0.725,0.480999985,0.017302835,James Tomkins,a,530,SetPiece,2021,LeftFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Jordan Ayew,Pass
446723,55,BlockedShot,0.951999969,0.66,0.017153706,Cheikhou Kouyaté,a,532,SetPiece,2021,Head,16519,Manchester United,Crystal Palace,1,0,05-12-2021,Conor Gallagher,Cross
446724,63,MissedShots,0.744000015,0.614000015,0.01506,Conor Gallagher,a,9040,FromCorner,2021,LeftFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,,None
446727,74,MissedShots,0.975,0.365999985,0.272566319,Jordan Ayew,a,672,FromCorner,2021,RightFoot,16519,Manchester United,Crystal Palace,1,0,05-12-2021,James Tomkins,HeadPass
446211,21,MissedShots,0.721999969,0.535999985,0.020275338,Miguel Almirón,h,7420,OpenPlay,2021,LeftFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,Jonjo Shelvey,Pass
446212,28,BlockedShot,0.903000031,0.477999992,0.108098343,Callum Wilson,h,468,OpenPlay,2021,LeftFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,Allan Saint-Maximin,Chipped
446213,38,BlockedShot,0.941999969,0.345,0.065567724,Miguel Almirón,h,7420,OpenPlay,2021,LeftFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,,None
446214,39,Goal,0.855,0.37,0.147002876,Callum Wilson,h,468,FromCorner,2021,RightFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,Fabian Schär,BallTouch
446215,44,BlockedShot,0.791999969,0.552999992,0.077832386,Joelinton,h,87,OpenPlay,2021,RightFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,Allan Saint-Maximin,TakeOn
446216,44,MissedShots,0.769000015,0.525999985,0.028697781,Jonjo Shelvey,h,769,OpenPlay,2021,RightFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,,Rebound
446218,48,MissedShots,0.900999985,0.44,0.583118558,Joe Willock,h,6630,OpenPlay,2021,RightFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,,None
446219,49,BlockedShot,0.855,0.31,0.056385137,Miguel Almirón,h,7420,OpenPlay,2021,LeftFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,Joe Willock,Pass
446220,49,SavedShot,0.818000031,0.622999992,0.044381618,Allan Saint-Maximin,h,101,OpenPlay,2021,RightFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,,Rebound
446221,54,SavedShot,0.811999969,0.625,0.127079472,Miguel Almirón,h,7420,OpenPlay,2021,LeftFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,Callum Wilson,Throughball
446222,55,BlockedShot,0.893000031,0.55,0.015495141,Jamaal Lascelles,h,766,FromCorner,2021,Head,16520,Newcastle United,Burnley,1,0,04-12-2021,Jonjo Shelvey,Aerial
446224,60,BlockedShot,0.766999969,0.617000008,0.031074053,Allan Saint-Maximin,h,101,OpenPlay,2021,RightFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,Joe Willock,Pass
446225,66,BlockedShot,0.864000015,0.530999985,0.012614247,Jamaal Lascelles,h,766,FromCorner,2021,Head,16520,Newcastle United,Burnley,1,0,04-12-2021,Jonjo Shelvey,Aerial
446227,71,BlockedShot,0.931999969,0.355999985,0.132091135,Callum Wilson,h,468,OpenPlay,2021,LeftFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,,None
446228,73,BlockedShot,0.880999985,0.68,0.073508203,Miguel Almirón,h,7420,OpenPlay,2021,LeftFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,Joe Willock,Pass
446229,76,BlockedShot,0.918000031,0.277000008,0.030005356,Allan Saint-Maximin,h,101,FromCorner,2021,RightFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,,None
446230,77,BlockedShot,0.845,0.369000015,0.06245397,Miguel Almirón,h,7420,OpenPlay,2021,LeftFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,Joelinton,Chipped
446231,78,SavedShot,0.785,0.684000015,0.016726088,Jonjo Shelvey,h,769,FromCorner,2021,RightFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,,None
446234,94,MissedShots,0.915999985,0.339000015,0.078419469,Jacob Murphy,h,6063,OpenPlay,2021,RightFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,,None
446206,5,MissedShots,0.781999969,0.495999985,0.040602643,Maxwel Cornet,a,3278,OpenPlay,2021,RightFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,Chris Wood,HeadPass
446207,9,BlockedShot,0.73,0.44,0.049903676,Maxwel Cornet,a,3278,DirectFreekick,2021,LeftFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,,Standard
446208,12,BlockedShot,0.865,0.754000015,0.028218109,Johann Berg Gudmundsson,a,1663,OpenPlay,2021,LeftFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,Josh Brownhill,Pass
446209,18,BlockedShot,0.755999985,0.48,0.022497293,Josh Brownhill,a,8323,OpenPlay,2021,LeftFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,,None
446210,20,SavedShot,0.896999969,0.497000008,0.09663745,Maxwel Cornet,a,3278,OpenPlay,2021,Head,16520,Newcastle United,Burnley,1,0,04-12-2021,Dwight McNeil,Cross
446217,46,MissedShots,0.880999985,0.562999992,0.068056598,Matej Vydra,a,1017,OpenPlay,2021,RightFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,Matthew Lowton,Cross
446223,59,MissedShots,0.740999985,0.38,0.050334055,Johann Berg Gudmundsson,a,1663,DirectFreekick,2021,LeftFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,,Standard
446226,68,BlockedShot,0.895,0.370999985,0.060779598,Johann Berg Gudmundsson,a,1663,OpenPlay,2021,LeftFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,,None
446232,81,MissedShots,0.963000031,0.557000008,0.12744391,James Tarkowski,a,1665,FromCorner,2021,Head,16520,Newcastle United,Burnley,1,0,04-12-2021,Ashley Westwood,Cross
446233,93,MissedShots,0.933000031,0.699000015,0.060125545,Dwight McNeil,a,6756,OpenPlay,2021,LeftFoot,16520,Newcastle United,Burnley,1,0,04-12-2021,Matej Vydra,LayOff
446158,3,SavedShot,0.87,0.325999985,0.267150491,Armando Broja,h,8384,OpenPlay,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,Che Adams,Pass
446159,3,SavedShot,0.855999985,0.512999992,0.12747857,Che Adams,h,7700,OpenPlay,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,,Rebound
446160,5,SavedShot,0.93,0.337999992,0.084395468,Armando Broja,h,8384,OpenPlay,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,Nathan Redmond,Pass
446163,11,BlockedShot,0.854000015,0.370999985,0.071203411,Valentino Livramento,h,9512,OpenPlay,2021,LeftFoot,16521,Southampton,Brighton,1,1,04-12-2021,Lyanco,Pass
446164,12,BlockedShot,0.815,0.512999992,0.036626995,Lyanco,h,6252,FromCorner,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,Mohammed Salisu,BallTouch
446165,13,MissedShots,0.885999985,0.575999985,0.077729091,Valentino Livramento,h,9512,FromCorner,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,Oriol Romeu,HeadPass
446169,19,MissedShots,0.899000015,0.238999996,0.032190658,Che Adams,h,7700,OpenPlay,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,Lyanco,Chipped
446170,21,MissedShots,0.845,0.607999992,0.062627718,Che Adams,h,7700,OpenPlay,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,,Dispossessed
446173,28,Goal,0.895,0.422999992,0.326935858,Armando Broja,h,8384,OpenPlay,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,Nathan Redmond,HeadPass
446174,36,BlockedShot,0.858000031,0.495,0.07071311,Mohammed Salisu,h,6923,FromCorner,2021,LeftFoot,16521,Southampton,Brighton,1,1,04-12-2021,Lyanco,HeadPass
446175,40,MissedShots,0.770999985,0.565999985,0.019830601,Nathan Tella,h,8456,FromCorner,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,,None
446176,49,MissedShots,0.911999969,0.420999985,0.137979239,Armando Broja,h,8384,OpenPlay,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,Valentino Livramento,Pass
446177,52,MissedShots,0.866999969,0.895999985,0.035330929,James Ward-Prowse,h,843,DirectFreekick,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,,Standard
446185,99,BlockedShot,0.785999985,0.404000015,0.026224326,James Ward-Prowse,h,843,OpenPlay,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,Valentino Livramento,Pass
446161,6,BlockedShot,0.875,0.497000008,0.077207193,Enock Mwepu,a,9734,OpenPlay,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,Marc Cucurella,Cross
446162,7,MissedShots,0.790999985,0.4,0.024627833,Yves Bissouma,a,5609,OpenPlay,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,,Rebound
446166,15,BlockedShot,0.881999969,0.385,0.091410451,Neal Maupay,a,3621,OpenPlay,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,Pascal Groß,Pass
446167,16,SavedShot,0.825,0.457000008,0.064110287,Enock Mwepu,a,9734,OpenPlay,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,Leandro Trossard,Pass
446168,17,MissedShots,0.898000031,0.509000015,0.04169507,Shane Duffy,a,6047,FromCorner,2021,Head,16521,Southampton,Brighton,1,1,04-12-2021,,None
446171,24,SavedShot,0.805,0.457999992,0.024197683,Leandro Trossard,a,7698,OpenPlay,2021,LeftFoot,16521,Southampton,Brighton,1,1,04-12-2021,Tariq Lamptey,Chipped
446172,27,BlockedShot,0.896999969,0.447999992,0.041049249,Joël Veltman,a,8780,FromCorner,2021,Head,16521,Southampton,Brighton,1,1,04-12-2021,Shane Duffy,HeadPass
446178,55,MissedShots,0.78,0.267999992,0.021298639,Yves Bissouma,a,5609,OpenPlay,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,,TakeOn
446179,55,MissedShots,0.85,0.457999992,0.060491953,Neal Maupay,a,3621,OpenPlay,2021,LeftFoot,16521,Southampton,Brighton,1,1,04-12-2021,,Rebound
446180,75,BlockedShot,0.819000015,0.650999985,0.036492873,Aaron Connolly,a,7991,OpenPlay,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,Marc Cucurella,Pass
446181,76,SavedShot,0.881999969,0.46,0.38041082,Neal Maupay,a,3621,OpenPlay,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,Aaron Connolly,Pass
446182,97,BlockedShot,0.778000031,0.482000008,0.092822619,Jakub Moder,a,9284,DirectFreekick,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,,Standard
446183,97,BlockedShot,0.758000031,0.584000015,0.01551327,Jakub Moder,a,9284,SetPiece,2021,LeftFoot,16521,Southampton,Brighton,1,1,04-12-2021,,Rebound
446184,97,Goal,0.931999969,0.524000015,0.582795441,Neal Maupay,a,3621,SetPiece,2021,RightFoot,16521,Southampton,Brighton,1,1,04-12-2021,Jakub Moder,Rebound
